u,v,highway,oneway,length,bridge,tunnel
414685342,6271015626,tertiary,0,117.49868260326784,0,0
414685342,3317861462,residential,0,44.92159024586191,0,0
414685342,3317861162,tertiary,0,62.47700516620321,0,0
414685342,3464948596,secondary,0,38.73051331776102,0,0
414685882,2532420363,secondary,0,31.231256912151505,0,0
414685882,2532403755,secondary,0,88.61585076122294,1,0
414685926,2881092583,secondary,0,268.02211707737195,0,0
414685926,5587181200,primary,0,707.9992464771607,0,0
414685926,414685930,primary,0,191.1596353529617,0,0
414685930,436776235,secondary,0,262.9431014067335,0,0
414685930,414685926,primary,0,191.1596353529617,0,0
414685930,414685968,primary,0,615.5243785506811,0,0
414685968,2881102882,residential,0,498.1930306080347,0,0
414685968,414685930,primary,0,615.524378550681,0,0
414685968,436830190,tertiary,0,156.73460121370104,1,0
414685975,4630968172,secondary,0,92.16106472514369,0,0
414685975,2605603672,secondary,0,298.73384568482436,0,0
414685975,1104187225,secondary,0,194.52643025071518,0,0
414685975,2605603669,secondary,0,342.74521170596955,0,0
436393603,436393611,secondary,0,378.20091922604354,0,0
436393603,5102323468,secondary,1,56.968828857982054,1,0
436393611,436393613,secondary,0,45.58998432681379,0,0
436393611,436393603,secondary,0,378.20091922604354,0,0
436393613,3849174320,primary,0,86.6986055096966,1,0
436393613,436393615,primary,0,75.83000084533722,0,0
436393613,436393611,secondary,0,45.58998432681379,0,0
436393615,436393613,primary,0,75.83000084533722,0,0
436393615,5587181199,primary,0,373.0921348642751,0,1
436393615,436393611,secondary_link,1,93.94126732735059,0,0
436689758,5168879192,primary,1,169.82016835815355,1,0
436689812,3991035411,residential,0,16.58761158448031,0,0
436689812,2451940665,residential,0,58.65802808913262,0,0
436689812,3242365290,primary,1,71.83345059080418,0,0
436718632,2753700671,trunk_link,0,54.7566333279411,1,0
436718644,11688752946,secondary,0,2.6560469343798587,0,0
436718644,11688752947,primary,1,12.953913458834005,0,0
436718644,3078076796,primary,0,67.26574042811683,0,0
436718644,3078076779,primary,1,111.6206660232768,0,0
436718653,3034111472,primary,1,48.50166215827969,0,0
436718687,11689066396,primary,1,5.087776871395036,0,0
436718687,11080341314,primary,1,8.042099435900175,0,0
436718711,8478367052,primary,1,30.059874670538672,0,0
436718711,11689066418,residential,0,4.94693331580505,0,0
436718711,436825413,tertiary,0,27.23111865144337,0,0
436760117,436760119,trunk,1,40.37811713959714,0,0
436760119,4493459427,trunk_link,1,45.046618870392564,0,0
436760119,4493459424,trunk,1,33.89511938145846,0,0
436760124,2139941903,trunk_link,1,111.21368333734145,0,0
436760124,2139941756,trunk,1,692.3635834785235,0,0
436760133,2139941845,trunk_link,1,122.99895681630403,0,0
436760133,2139941732,trunk,1,187.021816074443,0,0
436776235,4630968697,residential,0,92.25706191074104,0,0
436776235,414685930,secondary,0,262.9431014067335,0,0
436776235,2881094700,residential,0,356.01947332271,0,0
436776235,4630968172,secondary,0,222.11303475881982,0,0
436794456,3868066275,tertiary,0,141.17668030588968,0,0
436794456,3868066160,tertiary,0,32.49531928076298,0,0
436794456,3868066200,residential,0,38.04805537828457,0,0
436804138,8118928953,primary,1,15.663423791330104,0,0
436805774,2451940711,tertiary,0,44.843212039079376,0,0
436805774,9946440068,secondary,1,93.22757424586767,0,0
436805789,4591716533,tertiary,0,37.00128811727277,0,0
436805789,5293251538,tertiary,0,78.04813965084597,0,0
436805789,2690977357,tertiary,0,137.70083385409478,0,0
436805789,5104926219,tertiary,0,116.92151688787193,0,0
436825400,436825402,tertiary,0,72.53391914486707,0,0
436825400,3991035409,residential,0,20.11648633973457,0,0
436825400,2451940759,primary,1,168.95012645340876,0,0
436825402,436825400,tertiary,0,72.53391914486707,0,0
436825402,436825406,tertiary,0,99.18960628417506,0,0
436825402,2451940799,residential,0,89.21473191353166,0,0
436825402,8383159996,residential,0,177.09942026825698,0,0
436825406,2451940825,tertiary,0,87.71785382923643,0,0
436825406,2329648890,residential,0,49.16784243278949,0,0
436825406,436825402,tertiary,0,99.18960628417506,0,0
436825408,4591461862,residential,0,68.62725012191603,0,0
436825408,2329648814,tertiary,0,38.468095190373376,0,0
436825408,2451940825,tertiary,0,26.976470447620308,0,0
436825413,2329648814,tertiary,0,35.33460947248516,0,0
436825413,436718711,tertiary,0,27.23111865144337,0,0
436825413,8478367052,primary_link,1,47.85915024711591,0,0
436828298,3868066598,tertiary,0,23.918062508581315,0,0
436828298,3868066424,tertiary,0,164.96569876285557,0,0
436828298,3868066587,residential,0,29.77774150486718,0,0
436828299,4591663326,tertiary,0,102.67200930857518,0,0
436828299,3868066598,tertiary,0,24.785386911831502,0,0
436828299,4591679942,secondary,0,45.57823400806381,0,0
436828299,3868066618,secondary,0,42.676009863177896,0,0
436830144,2147567607,primary,0,62.06797020013625,0,0
436830144,3917352219,primary,0,82.04615557997957,1,0
436830144,2147567604,primary,0,122.09670521790599,0,0
436830144,355432939,primary,0,130.45242456816447,0,0
436830152,436855860,primary,0,23.911080119760925,0,0
436830152,4673980921,primary,1,215.2882597302722,0,0
436830190,3414087838,unclassified,0,42.75381355022023,0,0
436830190,414685968,tertiary,0,156.73460121370107,1,0
436830190,436830195,tertiary,0,365.16383805114833,0,0
436830195,436830190,tertiary,0,365.16383805114833,0,0
436830195,3414087389,tertiary,0,40.88128626221606,0,0
436830195,449469095,unclassified,0,586.8001925591794,0,0
436830207,3347412393,tertiary,0,22.63515762536138,0,0
436830207,1133534456,trunk_link,1,64.78205614257988,0,0
436835405,5054206125,secondary,0,62.44389947350278,0,0
436835405,3867929675,secondary,0,109.27150510528384,0,0
436835405,436877204,secondary,0,134.0060758795063,0,0
436835405,5054206130,secondary,0,54.4080608833954,0,0
436835405,3867929720,residential,0,51.56979399313668,0,0
436835407,5054206125,secondary,0,18.616912519009148,0,0
436835407,3868066318,secondary,0,40.976847949657085,0,0
436835407,3867929745,residential,0,88.8183917441631,0,0
436835407,4591227565,residential,0,61.25304915193142,0,0
436835420,9987494196,secondary,0,9.194930805177055,0,0
436835420,3867929946,secondary,0,44.39218673421331,0,0
436835420,9987526935,secondary,1,30.703514808523007,0,0
436835433,5235827850,residential,0,19.022537456599427,0,0
436835433,8477807829,residential,0,39.50768188704356,0,0
436835433,8477807825,secondary,0,32.26508254108038,0,0
436835433,7298467871,secondary,0,277.60552052379757,0,0
436835466,3868066610,residential,0,13.03482752457185,0,0
436835466,4591679953,secondary,0,85.7313023087082,0,0
436835466,4591679942,secondary,0,3.722402971774976,0,0
436835481,3869600353,secondary,0,50.98194007365293,0,0
436835481,3869599546,secondary,0,147.8436186916846,0,0
436835481,3869600357,residential,0,162.79536508810065,0,0
436835483,436864020,secondary,0,327.0324008581598,0,0
436835483,3869600353,secondary,0,73.28411506569174,0,0
436835483,1830504800,secondary,0,263.80538067367553,0,0
436835483,3869600349,secondary,0,84.87318752125478,0,0
436835489,1834932799,residential,0,61.89889655770069,0,0
436835489,1830504800,secondary,0,141.3419310413773,0,0
436835489,1834932797,secondary,0,181.7194308182539,0,0
436835489,2329649026,residential,0,236.69591735251856,0,0
436835498,1834932797,secondary,0,202.23041157335757,0,0
436835498,11688752946,secondary,0,80.15138906697914,0,0
436835498,3078076792,primary_link,1,101.42314905567335,0,0
436836580,2451940617,primary,1,78.96908741734399,0,0
436836580,436836581,secondary,0,88.77769759179372,0,0
436836581,2451940629,secondary,0,114.68085471104838,0,0
436836581,436836580,secondary,0,88.77769759179372,0,0
436836581,2451940627,residential,0,64.14051558962,0,0
436836581,4591258867,residential,0,60.45284039464449,0,0
436837148,6427444567,residential,0,94.80711620994823,0,0
436837148,1949110858,secondary,0,78.2286535906285,0,0
436837148,436837149,secondary,0,13.716910431328978,0,0
436837149,3033929921,residential,0,62.83445537448049,0,0
436837149,436837148,secondary,0,13.716910431328978,0,0
436837149,436837156,secondary,0,67.5997564601366,0,0
436837156,3702193046,residential,1,26.39086086675784,0,0
436837156,436837149,secondary,0,67.5997564601366,0,0
436837156,436837159,secondary,0,95.88446772076057,0,0
436837159,3033929895,residential,0,78.85795904618121,0,0
436837159,436837161,secondary,0,52.515621959090474,0,0
436837159,436837156,secondary,0,95.88446772076057,0,0
436837161,4630901213,residential,0,36.36055584242297,0,0
436837161,436837164,secondary,0,59.184603971308434,0,0
436837161,436837159,secondary,0,52.515621959090474,0,0
436837164,436837161,secondary,0,59.184603971308434,0,0
436837164,436837167,secondary,0,27.47407314672757,0,0
436837164,3702193053,residential,0,72.87006168711683,0,0
436837167,436837164,secondary,0,27.47407314672757,0,0
436837167,3702193049,secondary,0,72.6491613381132,0,0
436837167,3702193047,residential,0,66.17877572707684,0,0
436837171,436862108,tertiary,0,17.960305543634618,0,0
436837171,3702193049,secondary,0,16.628072712179762,0,0
436837171,4674668606,tertiary,0,44.858953175072706,0,0
436837204,2329649056,tertiary,0,58.60872158965608,0,0
436837204,2139867246,tertiary,0,512.2067791442369,0,0
436837204,2374776955,secondary,0,155.0608321482112,0,0
436837204,3048655633,secondary,0,136.86956758731677,0,0
436837307,3867929571,tertiary,0,49.814060034430234,0,0
436837307,3867929604,secondary,0,118.71175556214575,0,0
436837307,3867926946,secondary,0,34.66268169737307,0,0
436837307,4591258864,tertiary,0,52.87309659428408,0,0
436837321,4613041873,residential,0,81.9918444005438,0,0
436837321,3867929740,tertiary,0,157.27013365210541,0,0
436837321,3867929840,secondary,0,86.54663369110791,0,0
436837321,4591258863,secondary,0,100.43657804636646,0,0
436839854,9941864291,secondary,1,8.394477057562739,0,0
436839854,9941864292,primary,1,14.424331362990566,0,0
436839855,9943951274,primary,1,177.79224233763114,0,0
436839884,2330782495,primary,1,29.298869052782276,0,0
436839884,3352633687,residential,0,246.09035979821513,0,0
436840344,355129518,tertiary,0,58.954904614318075,0,0
436840344,387154950,tertiary,0,111.87566594031296,0,0
436840344,2720510403,tertiary,0,117.0267198846679,0,0
436840344,2930463923,tertiary,0,123.17586111795173,0,0
436840375,1949178482,tertiary,0,124.72160537528805,0,0
436840375,4257999690,tertiary,0,75.51355221060177,0,0
436840380,1949110892,tertiary,0,62.31027229495092,0,0
436840380,1949178482,tertiary,0,46.42001566631992,0,0
436840380,2374838755,primary,0,67.64726134353577,0,0
436840380,436853792,primary,0,182.15582822783657,0,0
436840393,4588152153,tertiary,0,69.46097623738837,0,0
436840393,436862110,tertiary,0,104.57892444186204,0,0
436840393,436862111,tertiary,0,155.24710810324208,0,0
436840393,3664000342,tertiary,0,77.19359753193487,0,0
436841463,3855510428,secondary,0,57.22536902655552,0,0
436841463,414685882,secondary_link,1,169.848418309515,0,0
436852812,3855510379,secondary,0,110.80187283362562,0,0
436852812,3855510474,secondary,0,81.4358857864124,0,0
436852812,3855510458,residential,0,78.89762570600718,0,0
436852821,3855510576,secondary,0,31.76845560355415,0,0
436852821,3855510801,secondary,0,353.4057594383913,1,0
436852821,3855510645,secondary_link,1,125.9611002775088,0,0
436853379,4057789359,residential,0,367.0266902392606,0,0
436853379,3074968860,secondary,0,170.0121350636498,0,0
436853385,436853386,secondary,0,44.311124209341465,0,0
436853385,4593688981,residential,0,63.32410811765934,0,0
436853385,4593688987,secondary,0,96.25840146020347,0,0
436853386,4593695171,residential,0,25.52332997294261,0,0
436853386,436853387,secondary,0,52.31271256959459,0,0
436853386,436853385,secondary,0,44.311124209341465,0,0
436853387,436853386,secondary,0,52.31271256959459,0,0
436853387,4593695168,residential,0,56.90773937666614,0,0
436853387,3867929648,secondary,0,84.04940882988505,0,0
436853387,3074968863,tertiary,0,148.2105243817068,0,0
436853677,9946440068,residential,0,14.941725006485203,0,0
436853677,8477807829,residential,0,383.9137538217398,0,0
436853677,436853683,secondary,1,89.59461290912576,0,0
436853683,9958232723,secondary,1,43.049981861115796,0,0
