u,v,highway,oneway,length,bridge,tunnel,avg_height,avg_slope,lanes,width,up_lanes,down_lanes,surface
436862474,3825310841,residential,0,26.100471204971583,0,0,34.09000015,1.952040409026422,4,3.0,2,2,asphalt
436862474,436862475,secondary,0,22.985498452413992,0,0,34.09000015,1.952040409026422,4,3.0,2,2,asphalt
436862474,436862472,secondary,0,34.55264470328316,0,0,33.899999615,2.632705066952541,2,2.0,1,1,asphalt
436862475,436862477,secondary,0,87.3419155208442,0,0,38.25499916,3.277092647149235,4,3.0,2,2,asphalt
436862475,436862474,secondary,0,22.985498452413992,0,0,34.09000015,1.952040409026422,4,3.0,2,2,asphalt
436862475,3785058137,residential,0,89.42592195462959,0,0,36.58500099,1.9364960748314248,4,3.0,2,2,asphalt
436862477,3825311265,secondary,0,22.98916069765585,0,0,42.41999817,4.602144885272049,4,3.0,2,2,asphalt
436862477,1912547353,residential,0,93.81878912931046,0,0,36.999999045,8.96066612097833,4,3.0,2,2,asphalt
436862477,436862475,secondary,0,87.3419155208442,0,0,38.25499916,3.277092647149235,4,3.0,2,2,asphalt
436862478,3148507083,secondary,0,79.99006192018808,0,0,44.89499855,2.9439156744694825,4,3.0,2,2,asphalt
436862478,3825311284,secondary,0,13.157062576393914,0,0,42.41999817,4.602144885272049,4,3.0,2,2,asphalt
436862478,3825311296,residential,0,66.48871195641124,0,0,42.54999924,7.621805748684059,4,3.0,2,2,asphalt
436862485,12533522021,residential,0,37.50423779396594,0,0,35.11999893,3.004697070716949,4,3.0,2,2,asphalt
436862485,3825312047,secondary,0,25.33159331904134,0,0,35.11999893,3.004697070716949,4,3.0,2,2,asphalt
436862485,436862488,secondary,0,98.44848954556572,0,0,32.69999981,12.479956045523265,4,3.0,2,2,asphalt
436862488,12533458847,residential,0,86.68945654737406,0,0,35.990000725,22.92384616440137,4,3.0,2,2,asphalt
436862488,414685991,secondary,0,64.82843627221689,1,0,36.18500042,21.95521502032958,3,3.0,3,0,asphalt
436862488,436862485,secondary,0,98.4484895455657,0,0,32.69999981,12.479956045523265,4,3.0,2,2,asphalt
436862499,3820786229,residential,0,13.696015065548876,0,0,34.86999893,18.81594528704776,4,3.0,2,2,asphalt
436862499,653216981,secondary,0,231.3050525450641,0,0,34.5,19.724376586987752,2,2.0,1,1,asphalt
436862499,3820786261,secondary,0,502.89058624036113,0,0,32.549999235,12.762037249884704,4,3.0,2,2,asphalt
436867864,4581894659,secondary,0,89.39656503720136,0,0,14.545000075,0.9400583886185536,4,3.0,2,2,asphalt
436867864,3811440387,secondary,0,60.68112316824171,0,0,14.89000034,0.4417672406191619,4,3.0,2,2,asphalt
436867864,3811629713,secondary,0,56.89519758079975,0,0,14.89000034,0.4417672406191619,4,3.0,2,2,asphalt
436867864,3811440280,secondary,0,52.67395493067271,0,0,14.89000034,0.4417672406191619,4,3.0,2,2,asphalt
436868022,11296428335,primary,1,143.84346715512638,0,0,37.819999695,0.783872873039908,1,2.0,1,0,asphalt
436868022,4592872176,residential,0,117.84284231613584,0,0,39.39999962,1.372881714464408,2,2.0,1,1,asphalt
436868025,12234346942,secondary_link,0,3.585319948729909,0,0,41.20999908,0.4940299012369801,2,2.0,1,1,asphalt
436868025,11296428336,busway,1,11.345262016726634,0,0,41.20999908,0.4940299012369801,1,2.0,1,0,asphalt
436868033,4588381131,living_street,0,214.0043412657057,0,0,86.46500015000001,5.425757181968344,6,4.0,3,3,asphalt
436868033,8361477186,primary,1,131.29224298742554,0,0,60.0,3.058811988392152,1,4.0,1,0,asphalt
436868035,12234346967,secondary_link,0,3.509355793465475,0,0,57.41999817,4.492522450183432,6,4.0,3,3,asphalt
436868035,1838470623,primary,1,88.32711776037132,0,0,60.0,3.058811988392152,1,4.0,1,0,asphalt
436868035,12234346968,busway,1,24.0990978016516,0,0,57.41999817,4.492522450183432,1,4.0,1,0,asphalt
436868037,8382372901,living_street,0,26.23560046880163,0,0,51.40000153,1.020104900520906,6,4.0,3,3,asphalt
436868037,12234346964,secondary_link,0,3.7610630539953713,0,0,51.40000153,1.020104900520906,6,4.0,3,3,asphalt
436868037,436868035,primary,1,172.59890883858463,0,0,54.40999985,2.756313675352169,1,2.0,1,0,asphalt
436868040,1833774955,living_street,0,96.8912568175001,0,0,56.02500153,3.0965069702835093,6,4.0,3,3,asphalt
